"Website","Title","Author","Publication Date","Link","Picture Link","Category","Topic","Relevance"
"Vedomosti.ru","Сбербанк и Т-банк введут переводы между гражданами по QR-коду","Ведомости","2025-12-15T09:30:55","https://www.vedomosti.ru/finance/news/2025/12/15/1163209-sberbank-i-t-bank","https://cdn.vdmsti.ru/image/2025/9p/k68g9/normal-q57.jpg","Финансы / Банки","Economics","1"
"Vedomosti.ru","Неслабое звено","Валерий Андрианов","2025-12-04T00:04:00","https://www.vedomosti.ru/opinion/columns/2025/12/04/1160362-neslaboe-zveno","https://cdn.vdmsti.ru/image/2025/9d/1b79qw/normal-1p6a.jpg","Мнения","Politics","1"
"Vedomosti.ru","«Сбер» раскрыл методику расчета недоплаченных маркетплейсами налогов","Ведомости","2025-11-24T17:49:36","https://www.vedomosti.ru/economics/news/2025/11/24/1157640-sber-raskril-metodiku","https://cdn.vdmsti.ru/image/2025/94/11jsde/normal-1co0.png","Экономика / Налоги и сборы","Economics","1"
"Vedomosti.ru","""«Москва слезам не верит. Все только начинается»: остановись, мгновенье""","Роман Черкасов","2025-09-05T00:06:15","https://www.vedomosti.ru/opinion/columns/2025/09/05/1136745-moskva-slezam-ne-verit","https://cdn.vdmsti.ru/image/2025/6w/5h91/normal-73.jpg","Мнения","Society","1"
"Vedomosti.ru","Бизнес неохотно внедряет системы мониторинга безопасности","Ника Сизова","2025-12-16T00:23:02","https://www.vedomosti.ru/technology/articles/2025/12/16/1163518-biznes-neohotno-vnedryaet-sistemi-monitoringa-bezopasnosti","https://cdn.vdmsti.ru/image/2025/9p/1cu4gi/normal-1raj.jpg","Технологии / Интернет и digital","Politics","1"
"TASS","""Жителя Дагестана осудили на 2,5 года за хранение наркотиков""","","2025-12-23T19:55:35","https://tass.ru/proisshestviya/25999897","","Происшествия","Politics","4"
"Lenta.ru","Девочку-репатриантку с пятеркой по русскому языку не приняли в российскую школу","Алан Босиков","2025-12-22T12:32:00","https://lenta.ru/news/2025/12/22/devochku-repatriantku-s-pyaterkoy-po-russkomu-yazyku-ne-prinyali-v-rossiyskuyu-shkolu/","https://icdn.lenta.ru/images/2025/12/22/12/20251222120908847/pic_4e2325fb9800ece5e1f9dd4389f0d139.jpg","Россия","Politics","2"
"Lenta.ru","Объявлено о новой тактике российских военных в зоне СВО","Марк Леонов","2025-12-21T16:02:00","https://lenta.ru/news/2025/12/21/ob-yavleno-o-novoy-taktike-rossiyskih-voennyh-v-zone-svo/","https://icdn.lenta.ru/images/2025/12/21/15/20251221155755396/pic_7e2c3ea9c80086e902dd73435a36ad0b.jpg","Россия","Politics","2"
"Vedomosti.ru","Продажи новых легковых машин в первом полугодии снизились на 26%","Денис Ильюшенков","2025-07-04T07:00:36","https://www.vedomosti.ru/auto/articles/2025/07/04/1122036-prodazhi-novih-legkovih-mashin-snizilis","https://cdn.vdmsti.ru/image/2025/54/1ez0sz/normal-1u27.jpg","Авто / Легковые автомобили","Sport","1"
"RT","Western Europe fueling global instability – Lavrov","RT","2025-12-16T09:39:15","https://www.rt.com/russia/629498-eu-driving-instability-lavrov/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6941284b2030270d7a44faaa.jpg","Россия","Politics","1"
"Vedomosti.ru","Роль ГЧП в финансировании инфраструктуры в ближайшие годы будет расти","Артем Гришков","2025-12-01T01:14:15","https://www.vedomosti.ru/business/articles/2025/12/01/1159440-rol-gchp-v-finansirovanii-infrastrukturi-budet-rasti","https://cdn.vdmsti.ru/image/2025/9b/2n5wh/normal-3fb.jpg","Бизнес","Economics","1"
"Lenta.ru","Традиции Рождества в России: история и обычаи","Константин Николaев","2025-12-23T15:55:46","https://lenta.ru/articles/2025/12/23/traditsii-rozhdestva-v-rossii/","https://icdn.lenta.ru/images/2025/10/29/18/20251029182324121/pic_8ede1e1d88879fc6745d5027217461ce.jpg","Россия","Politics","3"
"Vedomosti.ru","«Пожар на сцене»: как Большой театр стал домом Майи Плисецкой","""Елена Дурандина, Юлия Томинова-Ерашова""","2025-11-20T08:47:50","https://www.vedomosti.ru/society/galleries/2025/11/20/1156180-pozhar-na-stsene","https://cdn.vdmsti.ru/image/2025/8z/qlylb/normal-yhj.jpg","Общество","Accidents","1"
"Lenta.ru","Стали известны подробности нахождения пропавших в Самарской области детей","Юлия Юткина","2025-12-21T12:13:37","https://lenta.ru/news/2025/12/21/stali-izvestny-podrobnosti-nahozhdeniya-propavshih-v-samarskoy-oblasti-detey/","https://icdn.lenta.ru/images/2025/12/21/12/20251221120831576/pic_e69f078a7169987345b13310da95be58.jpg","Россия","Politics","2"
"Vedomosti.ru","Путин заявил о необходимости взвешенного подхода к использованию ИИ","Ведомости","2025-12-09T18:33:22","https://www.vedomosti.ru/technology/news/2025/12/09/1161858-putin-zayavil","https://cdn.vdmsti.ru/image/2025/9j/13ko8l/normal-1fae.png","Технологии","Politics","1"
"Vedomosti.ru","Почему Евросоюз спешит оформить изъятие активов Москвы до середины декабря","""Илья Лакстыгал, Нурлан Гасымов""","2025-11-27T00:38:41","https://www.vedomosti.ru/economics/articles/2025/11/27/1158474-pochemu-evrosoyuz-speshit-oformit-izyatie-aktivov-moskvi-do-seredini-dekabrya","https://cdn.vdmsti.ru/image/2025/96/1f91xr/normal-1uf6.jpg","Экономика / Мировая экономика","Politics","1"
"TASS","""Полиция установила мужчин, перевозивших детей в курьерских сумках""","","2025-12-23T22:31:20","https://tass.ru/proisshestviya/26000437","","Происшествия","Politics","5"
"Lenta.ru","""«Остаток кости, рядом — связка ключей» Три поезда в СССР сгорели в страшном крушении. Кто ответил за гибель людей?""","Дмитрий Окунев","2025-12-22T00:01:17","https://lenta.ru/articles/2025/12/22/elnikovo/","https://icdn.lenta.ru/images/2025/12/18/16/20251218162242710/pic_b02951e38de2afb92d7cb497cd662119.jpg","Россия","Science and tech","2"
"Vedomosti.ru","Индонезия открывает ОЭЗ для российских компаний с льготами и поддержкой","Ведомости","2025-11-21T12:25:07","https://www.vedomosti.ru/economics/news/2025/11/21/1156942-indoneziya-otkrivaet-oez","https://cdn.vdmsti.ru/image/2025/91/qlkb1/normal-yh0.jpg","Экономика / Мировая экономика","Politics","1"
"Lenta.ru","В Госдуме возмутились бездействием властей после оставления матерью четырех детей взаперти","Майя Назарова","2025-12-23T08:32:00","https://lenta.ru/news/2025/12/23/v-gosdume-vozmutilis-bezdeystviem-vlastey-posle/","https://icdn.lenta.ru/images/2025/12/23/08/20251223082350217/pic_3adcfb71d4066e0b719c37be96b35f69.jpg","Россия","Politics","3"
"Vedomosti.ru","Politico: переговоры по Украине в Майами не приблизили стороны к миру","Татьяна Мозолевская","2025-12-22T15:03:02","https://www.vedomosti.ru/politics/articles/2025/12/22/1165358-politico-peregovori-po","https://cdn.vdmsti.ru/image/2025/9w/vtdv8/normal-158f.jpg","Политика / Международные отношения","Politics","2"
"Vedomosti.ru","Рост производства удобрений в 2026 году ожидается на уровне 3-4%","Ведомости","2025-12-05T14:26:25","https://www.vedomosti.ru/business/news/2025/12/05/1160868-rost-proizvodstva","https://cdn.vdmsti.ru/image/2025/9f/ueidk/normal-13ei.jpg","Бизнес / Агропром","Politics","1"
"Lenta.ru","На Байкале похоронный кортеж с телом на двое суток застрял в сугробах в 20-градусный мороз","Константин Лысяков","2025-12-23T18:58:00","https://lenta.ru/news/2025/12/23/na-baykale-pohoronnyy-kortezh-s-telom-na-dvoe-sutok-zastryal-v-sugrobah-v-20-gradusnyy-moroz/","https://icdn.lenta.ru/images/2025/12/23/18/20251223184627534/pic_b170c40b3a311d6fc75960f003a88a8f.jpg","Россия","Culture","4"
"Lenta.ru","Стало известно о скандале с экс-ахматовцем с поддельной звездой Героя России","Марк Леонов","2025-12-21T10:10:00","https://lenta.ru/news/2025/12/21/ryazheniye/","https://icdn.lenta.ru/images/2025/12/21/09/20251221095104564/pic_043b1115b75d3bc22ed6a82eeb59cfe0.jpg","Россия","Politics","2"
"Lenta.ru","Армия России нанесла удар по военной инфраструктуре Украины","Алан Босиков","2025-12-22T13:01:00","https://lenta.ru/news/2025/12/22/armiya-rossii-nanesla-udar-po-voennoy-infrastrukture-ukrainy/","https://icdn.lenta.ru/images/2025/12/22/13/20251222130343935/pic_2ee0f1c99fa4f54a912356ecbe2b7ad0.jpg","Россия","Politics","2"
"RT","How French troops murdered hundreds of their comrades in WWII","RT","2025-10-30T13:37:05","https://www.rt.com/africa/627092-thiaroye-how-france-massacred-its-african-soldiers/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.10/thumbnail/6901e98c85f5403d4c33fe32.jpg","Мнения","Politics","1"
"Vedomosti.ru","Александр Яценко: «У меня внутри словно зажегся фонарь»","Лариса Малюкова","2025-11-21T01:09:14","https://www.vedomosti.ru/lifestyle/characters/2025/11/21/1156789-aleksandr-yatsenko-u-menya-vnutri-slovno-zazhegsya-fonar","https://cdn.vdmsti.ru/image/2025/91/myi1/normal-ts.jpg","Стиль жизни / Интервью","Unknown","1"
"Vedomosti.ru","Песков: Дмитриев не связывался с Путиным из США","Ведомости","2025-12-21T18:47:02","https://www.vedomosti.ru/politics/news/2025/12/21/1165108-dmitriev-ne-svyazivalsya","","Политика / Международные отношения","Politics","2"
"Vedomosti.ru","Сбербанк скорректирует условия по вкладам при необходимости","Ведомости","2025-11-26T13:39:47","https://www.vedomosti.ru/finance/news/2025/11/26/1158263-sberbank-skorrektiruet","https://cdn.vdmsti.ru/image/2025/96/sui0j/normal-11dw.jpg","Финансы / Банки","Economics","1"
"Vedomosti.ru","Начальник или наставник?","Юлия Замятина","2025-03-12T00:33:43","https://www.vedomosti.ru/opinion/columns/2025/03/12/1097425-nachalnik-ili-nastavnik","https://cdn.vdmsti.ru/image/2025/1z/16w0r/normal-1jl.jpg","Мнения","Unknown","1"
"RT","Ukrainian investigative journalist ‘kidnapped’ by draft squad","RT","2025-12-23T12:47:44","https://www.rt.com/russia/629919-ukrainian-journalist-draft-officials/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a88a82030271aa660fa52.jpg","","Unknown","3"
"Vedomosti.ru","Путин назвал госдолг РФ одним из самых низких среди развитых экономик","Ведомости","2025-12-19T12:48:18","https://www.vedomosti.ru/economics/news/2025/12/19/1164724-putin-nazval-gosdolg","https://cdn.vdmsti.ru/image/2025/9t/rexr9/normal-zj2.jpg","Экономика / Макроэкономика и бюджет","Politics","1"
"Vedomosti.ru","Теология финансов","Михаил Малиновский","2025-09-22T02:04:58","https://www.vedomosti.ru/opinion/columns/2025/09/22/1140828-teologiya-finansov","https://cdn.vdmsti.ru/image/2025/7d/439tg/normal-5aw.jpg","Мнения","Economics","1"
"Vedomosti.ru","ЦБ установил курс доллара ниже 77 рублей впервые с мая 2023 года","Ведомости","2025-12-04T17:55:07","https://www.vedomosti.ru/finance/news/2025/12/04/1160631-kurs-dollara","https://cdn.vdmsti.ru/image/2025/9e/127d26/normal-1dij.png","Финансы","Economics","1"
"Lenta.ru","""Какие бывают категории водительских прав? Виды и расшифровка, как получить в 2026 году""","Софья Попова","2025-12-17T10:20:00","https://lenta.ru/articles/2025/12/17/kategorii-voditelskih-prav/","https://icdn.lenta.ru/images/2024/03/25/17/20240325172419964/pic_db1b6d481a26203664764b289609ff18.jpg","Россия","Science and tech","1"
"RG","""В Санкт-Петербурге прошла премьера """"Трехгрошовой истории"""" Алексея Франдетти""","RG","2025-12-23T19:00:06","https://rg.ru/2025/12/23/v-sankt-peterburge-proshla-premera-trehgroshovoj-istorii-alekseia-frandetti.html","","","Unknown","4"
"Vedomosti.ru","""Инвестиции в строящуюся коммерческую недвижимость выросли почти в 1,5 раза""","Мария Асиновская","2025-07-29T00:43:22","https://www.vedomosti.ru/realty/articles/2025/07/29/1127559-investitsii-v-stroyaschuyusya-kommercheskuyu-nedvizhimost-virosli","https://cdn.vdmsti.ru/image/2025/5t/1a24or/normal-1np0.png","Недвижимость / Коммерческая недвижимость","Politics","1"
"Vedomosti.ru","ЕС ведет переговоры с США о снижении тарифов на автомобили","Ведомости","2025-07-18T14:45:02","https://www.vedomosti.ru/business/news/2025/07/18/1125334-es-vedet-peregovori","https://cdn.vdmsti.ru/image/2025/5j/uy3pi/normal-143v.jpg","Бизнес / Транспорт","Politics","1"
"RT","Putin offers peace to the West. Will it accept?","RT","2025-10-02T20:15:58","https://www.rt.com/news/625837-putin-russia-west-peace/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.10/thumbnail/68dedd5720302729c11a2ca4.jpg","Мнения","Politics","1"
"Vedomosti.ru","В России впервые откроют магазины по продаже искусственно выращенных бриллиантов","Валерия Кузьменко","2025-12-12T00:11:00","https://www.vedomosti.ru/business/articles/2025/12/12/1162633-v-rossii-otkroyut-magazini-po-prodazhe-iskusstvennih-brilliantov","https://cdn.vdmsti.ru/image/2025/9l/1d74ql/normal-1rrd.jpg","Бизнес / Торговля и услуги","Politics","1"
"Vedomosti.ru","Инвестиции в московские офисы со стороны частных инвесторов выросли на 17%","Мария Асиновская","2025-07-31T00:37:50","https://www.vedomosti.ru/realty/articles/2025/07/31/1128135-investitsii-v-moskovskie-ofisi-virosli","https://cdn.vdmsti.ru/image/2025/5v/1a00v9/normal-1nm7.png","Недвижимость / Коммерческая недвижимость","Politics","1"
"Vedomosti.ru","Honda отзывает 256 603 автомобиля из-за ошибки в программном обеспечении","Ведомости","2025-11-19T09:55:07","https://www.vedomosti.ru/auto/news/2025/11/19/1156130-honda-otzivaet","https://cdn.vdmsti.ru/image/2025/8z/kjpl3/normal-qmo.jpg","Авто / Легковые автомобили","Politics","1"
"Vedomosti.ru","Ваши планы заблокированы","Дарья Митина","2025-12-08T00:13:46","https://www.vedomosti.ru/opinion/columns/2025/12/08/1161235-vashi-plani-zablokirovani","https://cdn.vdmsti.ru/image/2025/9i/3zqtm/normal-56a.jpg","Мнения","Unknown","1"
"Lenta.ru","""Карта желаний: что это, как правильно составить и активировать""","Мария Васильева","2025-12-16T10:00:00","https://lenta.ru/articles/2025/12/16/karta-zhelaniy/","https://icdn.lenta.ru/images/2025/01/24/16/20250124160206604/pic_2cd35b83c494dd9b8b5611ccaf1ad34d.jpg","Забота о себе","Economics","1"
"Vedomosti.ru","«Лента» купит контрольную долю в одной из крупнейших сетей Дальнего Востока","Ведомости","2025-12-10T12:36:11","https://www.vedomosti.ru/business/news/2025/12/10/1162062-lenta-kupit-kontrolnuyu","https://cdn.vdmsti.ru/image/2025/9k/qni12/normal-yji.jpg","Бизнес / Торговля и услуги","Politics","1"
"RG","Доктор Орехова: Перед назначением БАД нужно комплексное обследование пациента","RG","2025-12-23T20:20:08","https://rg.ru/2025/12/23/doktor-orehova-pered-naznacheniem-bad-nuzhno-kompleksnoe-obsledovanie-pacienta.html","","","Unknown","4"
"Vedomosti.ru","КХЛ постепенно увеличит потолок зарплат до 1 млрд рублей","Ведомости","2025-04-07T12:15:28","https://www.vedomosti.ru/management/news/2025/04/07/1102744-khl-postepenno-uvelichit","https://cdn.vdmsti.ru/image/2025/2p/przfi/normal-xep.jpg","Менеджмент / Управление","Economics","1"
"Vedomosti.ru","Предпоследние китайские аргументы","Владимир Кулагин","2025-11-27T00:03:00","https://www.vedomosti.ru/opinion/columns/2025/11/27/1158453-predposlednie-kitaiskie-argumenti","https://cdn.vdmsti.ru/image/2025/96/1bvi68/normal-1q1n.jpg","Мнения","Sport","1"
"RT","What does a ‘socialist’ in charge of New York really mean?","RT","2025-11-06T21:33:09","https://www.rt.com/news/627430-new-york-mayor-socialist/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/690cc20685f5400d581f0368.jpg","Мнения","Society","1"
"Vedomosti.ru","Возвращение Электроника","Сергей Моисеев","2025-09-03T00:06:41","https://www.vedomosti.ru/opinion/columns/2025/09/03/1136096-vozvraschenie-elektronika","https://cdn.vdmsti.ru/image/2025/6t/1e0hy0/normal-1sth.jpg","Мнения","Health","1"
"Vedomosti.ru","Кабмин подготовил индикаторы повышения уровня технологического развития","""Анастасия Бойко, Ника Сизова""","2025-12-18T01:08:30","https://www.vedomosti.ru/economics/articles/2025/12/18/1164241-kabmin-podgotovil-indikatori","https://cdn.vdmsti.ru/image/2025/9r/1dmk6v/normal-1sbe.jpg","Экономика / Правила","Politics","1"
"Vedomosti.ru","«Камаз» вернулся к пятидневной рабочей неделе","Ведомости","2025-11-10T09:26:04","https://www.vedomosti.ru/auto/news/2025/11/10/1153438-kamaz-vernulsya","https://cdn.vdmsti.ru/image/2025/8q/jovnl/normal-piq.jpg","Авто / Автомобильная промышленность","Society","1"
"Vedomosti.ru","Лукашенко посетит саммиты ЕАЭС и СНГ в Санкт-Петербурге","Ведомости","2025-12-21T08:52:31","https://www.vedomosti.ru/politics/news/2025/12/21/1165045-lukashenko-posetit","","Политика / Международные отношения","Politics","2"
"Lenta.ru","Под Москвой юноши заказали еду из доставки и оказались в больнице","Майя Назарова","2025-12-22T09:41:00","https://lenta.ru/news/2025/12/22/pod-moskvoy-yunoshi-zakazali-edu-iz-dostavki-i-okazalis-v-bolnitse/","https://icdn.lenta.ru/images/2025/12/22/09/20251222093345280/pic_7bd0e61f59a513313204d44bf7a9a646.jpg","Россия","Health","2"
"Vedomosti.ru","ПСБ вновь продает бывшую штаб-квартиру банка «Глобэкс» на Садовом кольце","Екатерина Волкова","2025-10-27T01:34:01","https://www.vedomosti.ru/realty/articles/2025/10/27/1149906-psb-prodaet-bivshuyu-shtab-kvartiru-banka-globeks","https://cdn.vdmsti.ru/image/2025/8c/3awrs/normal-4a3.jpg","Недвижимость / Коммерческая недвижимость","Economics","1"
"Vedomosti.ru","""«Теплое море к югу, к северу – льдистый Тибет»""","Алексей Куприянов","2025-11-10T00:01:00","https://www.vedomosti.ru/opinion/columns/2025/11/10/1153375-teploe-more-k-yugu-k-severu-ldistii-tibet","https://cdn.vdmsti.ru/image/2025/8p/1cvp5t/normal-1rck.jpg","Мнения","Society","1"
"Vedomosti.ru","«Я подхожу к роли как к учебе»: кинокарьера Шарлиз Терон","""Анастасия Винницкая, Юлия Томинова-Ерашова""","2025-08-07T09:30:27","https://www.vedomosti.ru/lifestyle/galleries/2025/08/07/1129521-aktrisa-sharliz-teron","https://cdn.vdmsti.ru/image/2025/62/vje5a/normal-14vg.jpg","Стиль жизни / Культура","Culture","1"
"Vedomosti.ru","""Доля контактных платежей по карте «Мир» упала ниже 1,5%""","Ведомости","2025-12-16T21:42:57","https://www.vedomosti.ru/finance/news/2025/12/16/1163855-dolya-kontaktnih","https://cdn.vdmsti.ru/image/2025/9q/1adyky/normal-1o4c.png","Финансы","Culture","1"
"RT","Domination rebranded: The paradoxes of America’s new security doctrine","RT","2025-12-18T12:31:31","https://www.rt.com/india/629566-multilateralism-rejected-why-you-cannot/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6943b49d85f5400a010fd327.jpg","Мнения","Economics","1"
"Vedomosti.ru","У наемных работников в России вырос уровень стресса и упало настроение","Мария Подцероб","2024-07-03T00:01:46","https://www.vedomosti.ru/management/articles/2024/07/03/1047578-u-rabotnikov-viros-uroven-stressa","https://cdn.vdmsti.ru/image/2024/54/1cubpu/normal-1ras.jpg","Менеджмент / Рынок труда","Politics","1"
"Lenta.ru","В Запорожской области без света остались более 10 тысяч человек","Никита Хромин","2025-12-21T21:41:00","https://lenta.ru/news/2025/12/22/v-zaporozhskoy-oblasti-bez-sveta-ostalis-bolee-10-tysyach-chelovek/","https://icdn.lenta.ru/images/2025/12/21/21/20251221214101453/pic_e4898044b8fe68d3a0e75d4bcec70247.jpg","Россия","Politics","2"
"Vedomosti.ru","Треть погибших детей-пассажиров попали в ДТП с нарушениями правил их перевозки","Татьяна Акиншина","2025-10-23T02:02:28","https://www.vedomosti.ru/society/articles/2025/10/23/1149081-tret-pogibshih-detei-passazhirov-popali-v-dtp-s-narusheniyami-pravil-perevozki","https://cdn.vdmsti.ru/image/2025/87/1emxry/normal-1tmj.jpg","Общество","Accidents","1"
"Vedomosti.ru","Фонд бывшей структуры «Сбера» закрыл одну из крупнейших сделок на рынке складов","Владислава Яровикова","2025-12-22T00:03:34","https://www.vedomosti.ru/realty/articles/2025/12/22/1165135-fond-strukturi-sberbanka-zakril-odnu-iz-krupneishih-sdelok","https://cdn.vdmsti.ru/image/2025/9v/1fbh66/normal-1uib.jpg","Недвижимость / Коммерческая недвижимость","Economics","2"
"Vedomosti.ru","Вкладывают роботы","Александр Казаков","2025-12-19T10:24:31","https://www.vedomosti.ru/finance/columns/2025/12/19/1164596-vkladivayut-roboti","https://cdn.vdmsti.ru/image/2025/9s/1e1new/normal-1sux.jpg","Финансы","Science and tech","1"
"Vedomosti.ru","Сниженную кадастровую стоимость после исправления ошибок применят задним числом","""Екатерина Дорофеева, Яна Суринская, Антон Филатов""","2025-12-12T00:15:00","https://www.vedomosti.ru/society/articles/2025/12/12/1162629-snizhennuyu-kadastrovuyu-stoimost-posle-ispravleniya-oshibok-primenyat-zadnim-chislom","https://cdn.vdmsti.ru/image/2025/9l/1e1xx8/normal-1svc.png","Общество","Politics","1"
"RG","Владимир Путин провел встречу с генпрокурором Александром Гуцаном","RG","2025-12-23T21:48:34","https://rg.ru/2025/12/24/prezident-rf-vladimir-putin.html","","","Unknown","5"
"RT","Trump repeats claim of preventing nuclear war","RT","2025-12-23T08:31:22","https://www.rt.com/india/629908-trump-repeats-claim-of-preventing/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a526285f540098d214a8f.jpg","","Unknown","3"
"Vedomosti.ru","Экс-владелец СМЗ и Ловозерского ГОКа требует в суде $1 млрд за изъятые доли","Артем Кульша","2025-12-19T01:35:33","https://www.vedomosti.ru/finance/articles/2025/12/19/1164586-bivshii-vladelets-lovozerskogo-goka-trebuet","https://cdn.vdmsti.ru/image/2025/9s/1ekg5e/normal-1tja.png","Финансы","Travels and tourism","1"
"Vedomosti.ru","Unicredit хочет обратить взыскание на крупный ТРК «Радуга» в Санкт-Петербурге","Галина Казакулова","2025-09-22T02:24:52","https://www.vedomosti.ru/realty/articles/2025/09/22/1140835-unicredit-hochet-obratit-vziskanie-na-trk-raduga","https://cdn.vdmsti.ru/image/2025/7d/5606w/normal-6p3.jpg","Недвижимость / Коммерческая недвижимость","Politics","1"
"Vedomosti.ru","«Пеле будет жить вечно»: как бразилец из трущоб стал «королем футбола»","""Анастасия Винницкая, Юлия Томинова-Ерашова""","2025-10-23T08:01:19","https://www.vedomosti.ru/lifestyle/galleries/2025/10/23/1148999-pele-budet-zhit","https://cdn.vdmsti.ru/image/2025/87/14fsy2/normal-1geq.jpg","Стиль жизни / Спорт","Sport","1"
"Vedomosti.ru","Путин поддержал семейную ипотеку на вторичное жилье в некоторых регионах","Ведомости","2025-12-19T16:11:18","https://www.vedomosti.ru/politics/news/2025/12/19/1164837-putin-podderzhal-semeinuyu-ipoteku","https://cdn.vdmsti.ru/image/2025/9t/yw20t/normal-197v.png","Политика / Власть","Politics","1"
"Vedomosti.ru","Китайский автопроизводитель BYD утратил доверие инвесторов на фоне ценовой войны","Ведомости","2025-09-15T20:54:53","https://www.vedomosti.ru/auto/news/2025/09/15/1139471-byd-utratil-doverie","https://cdn.vdmsti.ru/image/2025/76/18lt8e/normal-1lt4.png","Авто / Автомобильная промышленность","Politics","1"
"RT","US announces largest-ever arms sale to Taiwan ","RT","2025-12-18T09:21:45","https://www.rt.com/news/629586-us-taiwan-arms-sale/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6943bd5585f540058720892a.jpg","Новости","Science and tech","1"
"Vedomosti.ru","Россияне пожаловались на сбой в работе мессенджера WhatsApp","Ведомости","2025-12-01T14:10:23","https://www.vedomosti.ru/technology/news/2025/12/01/1159580-rossiyane-pozhalovalis-na","https://cdn.vdmsti.ru/image/2025/9b/u1hso/normal-12xn.jpg","Технологии / Интернет и digital","Politics","1"
"RT","EU needs Russian cash to avoid collapse – Orban","RT","2025-12-16T16:11:04","https://www.rt.com/business/629511-eu-russian-funds-ukraine/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6941800f85f54064b627c8d2.jpg","Бизнес","Politics","1"
"Vedomosti.ru","«Логика молока» завершила локализацию и стала российской компанией","Полина Петрусевич","2025-12-17T13:41:10","https://www.vedomosti.ru/business/news/2025/12/17/1164034-logika-moloka-zavershila-lokalizatsiyu","https://cdn.vdmsti.ru/image/2025/9r/sxnfi/normal-11hz.jpg","Бизнес / Агропром","Politics","1"
"Lenta.ru","Дрозденко рассказал об открытии метро в Кудрово","Екатерина Щербакова","2025-12-23T21:35:00","https://lenta.ru/news/2025/12/23/drozdenko-rasskazal-ob-otkrytii-metro-kudrovo/","https://icdn.lenta.ru/images/2025/12/23/21/20251223214229010/pic_33436bb26895e570e53dc976e91914fe.jpg","Россия","Science and tech","5"
"Vedomosti.ru","Суд разрешил петербургскому Element Development не покупать ТВК «Тишинка»","Екатерина Волкова","2025-10-28T01:23:29","https://www.vedomosti.ru/realty/articles/2025/10/28/1150277-sud-razreshil-peterburgskoi-element-development-ne-pokupat-tvk-tishinka","https://cdn.vdmsti.ru/image/2025/8c/1el7xp/normal-1tkb.png","Недвижимость / Коммерческая недвижимость","Science and tech","1"
"Vedomosti.ru","Госдума приняла закон о домовых чатах в Max","Ведомости","2025-12-16T15:49:32","https://www.vedomosti.ru/technology/news/2025/12/16/1163737-gosduma-prinyala","https://cdn.vdmsti.ru/image/2025/9q/xr99o/normal-17qz.jpg","Технологии / Интернет и digital","Politics","1"
"Vedomosti.ru","Выступление Владимира Путина на форуме «Россия зовет!». Онлайн","Михаил Беляев","2025-12-02T17:26:10","https://www.vedomosti.ru/economics/articles/2025/12/02/1159922-vistuplenie-putina","https://cdn.vdmsti.ru/image/2025/9c/x8ext/normal-172j.jpg","Экономика","Politics","1"
"Vedomosti.ru","Новая глава российского банкинга","Георгий Горшков","2025-10-07T01:24:09","https://www.vedomosti.ru/opinion/columns/2025/10/07/1144753-novaya-glava-rossiiskogo-bankinga","https://cdn.vdmsti.ru/image/2025/7s/2yinz/normal-3u1.jpg","Мнения / Аналитика","Politics","1"
"Vedomosti.ru","«Сирано де Бержерак»: новый герой нашего времени","Наталья Витвицкая","2025-04-04T00:46:45","https://www.vedomosti.ru/opinion/columns/2025/04/04/1102272-sirano-de-berzherak-novii-geroi","https://cdn.vdmsti.ru/image/2025/2l/1envna/normal-1tnr.jpg","Мнения","Unknown","1"
"Vedomosti.ru","«АвтоВАЗ» запустил сервисную кампанию из-за блокировки руля Lada Vesta","Ведомости","2025-08-25T13:10:55","https://www.vedomosti.ru/auto/news/2025/08/25/1133927-blokirovki-rulya-lada","https://cdn.vdmsti.ru/image/2025/6l/rtray/normal-102b.png","Авто / Легковые автомобили","Sport","1"
"RT","America’s Weimar moment: What DoorDash culture says about economic decline","RT","2025-12-18T14:27:30","https://www.rt.com/news/629629-doordash-culture-economic-decline/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69440d062030277435279e53.jpg","Новости","Culture","1"
